Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV24,OUT046,42.68760933597437
FDI50,OUT019,64.5464484435234
FDS09,OUT035,14.766043820022176
NCC31,OUT027,43.97575225826312
FDQ07,OUT019,62.097448663331974
FDC22,OUT017,54.17811534697197
FDZ56,OUT046,48.29556518858424
FDZ40,OUT019,15.719551472496736
FDS46,OUT027,33.8112248322031
DRD24,OUT045,40.10949337866823
FDV45,OUT017,53.88606619259592
FDL26,OUT045,44.587162349697266
FDA56,OUT018,34.93964115956933
FDN27,OUT046,34.16051566525087
FDM20,OUT049,69.23292265337791
FDO16,OUT017,23.4629217068083
FDL03,OUT035,55.819670180766764
FDE58,OUT046,33.71779645078849
FDI02,OUT027,32.09499306381262
NCC55,OUT019,11.503056552256252
FDR03,OUT018,58.49970092813289
FDB14,OUT017,26.963516272470233
FDR45,OUT013,68.12185614733175
NCN07,OUT017,37.36905625224113
FDM51,OUT019,29.287239942463195
FDT52,OUT027,69.34072799561363
FDL26,OUT046,44.16595634978899
NCZ42,OUT046,67.5426934171146
DRI47,OUT019,41.45629873829967
FDW40,OUT013,40.29005913020048
FDN34,OUT046,48.220574360737544
FDS01,OUT035,50.595444888621515
NCG55,OUT045,33.38009904031998
FDC11,OUT035,25.524720250063176
FDX35,OUT018,63.76794895468526
NCB06,OUT046,45.85911416882944
FDR09,OUT019,73.56443519284424
FDC53,OUT017,27.58392792278104
FDY45,OUT013,72.46901064118067
FDA22,OUT010,47.64517818696074
FDE02,OUT035,27.140689825322777
FDW21,OUT045,28.511344299770016
FDV34,OUT046,21.132770860908956
FDS59,OUT049,31.326275352195353
NCW17,OUT017,36.7435540580762
NCK54,OUT046,33.454082757943546
FDG17,OUT019,69.15676305024846
FDG35,OUT017,49.5834954709557
FDD08,OUT010,10.983673697878983
NCO07,OUT017,59.67362802650516
FDJ10,OUT010,40.177533350879266
FDW36,OUT017,29.716482803292514
FDW21,OUT010,28.566355531126117
FDY19,OUT017,34.068436420894855
DRE03,OUT013,14.12896956852505
NCC55,OUT049,11.197699710639856
FDH52,OUT010,18.277694815397997
FDO09,OUT017,74.94886984754801
FDU43,OUT045,68.14174279385546
FDX09,OUT010,49.54801976846052
FDH40,OUT019,23.930863621429644
FDW58,OUT017,30.29742846757405
FDC47,OUT017,64.5149253233634
NCR41,OUT035,27.332309516873664
DRG49,OUT035,69.0547133960446
FDC52,OUT027,43.3203224746688
FDY13,OUT046,21.476788370382984
FDY35,OUT013,13.176555797165989
FDI35,OUT017,51.6727520155364
NCU18,OUT049,40.410790264160084
FDY33,OUT018,45.183748735229834
FDC15,OUT027,44.82906710022142
FDU01,OUT049,53.303920231521516
NCU42,OUT046,47.98942271386298
NCV29,OUT018,50.40985290606426
NCY30,OUT017,52.299558382450925
FDQ46,OUT049,31.816309392744802
FDG58,OUT027,43.76389091050658
FDK33,OUT017,60.70136650507479
NCD07,OUT045,32.868234880728146
NCX29,OUT027,41.12861431704686
NCT42,OUT013,41.880105731506454
DRN59,OUT035,13.580169916151215
FDI44,OUT035,22.943386142218653
FDA45,OUT049,51.065572365685306
FDP31,OUT045,19.465304746657765
FDY01,OUT046,32.89319518521388
FDT09,OUT018,37.98421473130389
DRH03,OUT027,27.185171963615144
FDA36,OUT018,52.65066297999039
NCF31,OUT017,43.46888036787439
FDG14,OUT049,42.87245744654363
FDG28,OUT027,69.50955213079011
FDU14,OUT049,71.06719531463168
FDY47,OUT019,37.401293483609884
FDI56,OUT049,25.70088226548925
DRD01,OUT013,16.39895008816456
FDM22,OUT046,16.03333905877136
FDH33,OUT013,12.455535358590536
DRZ24,OUT013,33.57931313986723
NCQ38,OUT046,30.294406698342044
FDO16,OUT027,24.159226547350208
FDU07,OUT027,42.47820362496771
NCB07,OUT013,55.51797324721595
FDU48,OUT045,37.98022783226802
NCM43,OUT045,47.02049912454674
FDR31,OUT010,40.81679927415638
DRK49,OUT018,12.186879483486084
NCI30,OUT010,69.67957225978249
DRD60,OUT017,51.588171236303616
NCG19,OUT046,67.05402316479979
FDH12,OUT035,29.915770883735437
FDM32,OUT035,26.699262069892082
FDM27,OUT035,44.40557086789999
NCU53,OUT027,47.11310303697112
NCQ18,OUT046,28.586861224491795
FDS10,OUT013,51.19161652647088
FDB33,OUT027,44.76908370261908
FDI12,OUT013,24.533609419326446
NCW42,OUT013,63.02735082281122
NCC06,OUT018,37.0009712289273
FDW02,OUT017,35.520161297877166
NCD43,OUT017,29.659796667831465
FDM57,OUT018,23.828477342662563
FDA58,OUT017,66.93505369331591
FDK56,OUT046,52.43737519253303
FDP52,OUT045,65.78022393142564
FDW20,OUT018,35.77896165266901
FDS52,OUT049,28.566149829481
NCT29,OUT018,34.220631467621
NCL54,OUT013,50.162623888433934
FDC05,OUT045,56.27565749973484
FDF34,OUT035,55.657793019892836
FDP03,OUT027,35.51560647530911
FDD32,OUT010,24.194837043092594
FDZ10,OUT045,36.62076100443106
FDZ40,OUT035,15.582614092494019
FDD51,OUT018,12.800686051391015
NCY30,OUT019,51.00041129105172
FDP58,OUT017,61.70655593887716
FDV49,OUT017,74.65192720395173
FDY24,OUT019,15.329697740562384
NCO55,OUT017,30.684547556370216
FDR13,OUT017,33.18277577803139
FDS51,OUT017,18.016298179898712
FDP26,OUT045,29.752390304667642
NCB54,OUT027,36.85979197444889
FDF32,OUT017,56.11321436623179
FDN31,OUT018,53.629191067834405
DRM48,OUT017,10.841958095724626
FDN20,OUT049,48.36582627970071
DRL01,OUT046,66.38017996502096
FDV56,OUT049,30.852445679107127
DRH13,OUT027,30.81634884648
FDA03,OUT017,41.746413426595495
FDF47,OUT027,63.44264326411433
FDX32,OUT046,41.83128112686608
FDX57,OUT049,27.896964838691204
NCA30,OUT045,54.41626673484226
FDO49,OUT013,14.308261852612421
FDL04,OUT019,30.128925225707917
DRM48,OUT035,11.17877359805518
FDR16,OUT013,59.85906918906204
NCC19,OUT018,54.37915014833277
NCE42,OUT045,67.10771455128403
FDY24,OUT017,15.623309031808361
FDH19,OUT049,50.17158943272719
FDJ46,OUT013,49.182134096209765
FDN45,OUT010,63.99950895997961
FDY08,OUT035,39.737134533232236
FDZ37,OUT035,24.65981699960731
NCT30,OUT045,13.70101012784414
DRY23,OUT018,12.18802512492059
NCZ30,OUT018,34.43860554420882
FDC44,OUT018,32.56875647594029
FDB45,OUT035,30.352325866083135
FDY04,OUT013,46.65078746945619
FDM27,OUT046,45.161391355954734
FDZ43,OUT017,68.22965297354104
FDT39,OUT019,42.89127487374975
NCC06,OUT019,36.15733844785119
FDL15,OUT027,43.691931135177896
FDL57,OUT017,73.00675131686602
FDU08,OUT046,28.163959934455878
FDK40,OUT017,74.43845094579089
FDQ12,OUT010,64.90060343104824
FDS48,OUT017,43.13748142821639
FDP09,OUT045,60.47300627986796
FDW21,OUT049,28.005930710420706
FDY25,OUT035,51.38474133952058
DRE13,OUT017,24.261856125847753
FDV43,OUT019,12.581117415061492
FDD22,OUT045,31.827225816148413
FDM46,OUT019,26.64922373523013
NCO30,OUT010,52.84156058263511
FDM25,OUT046,49.26771778632909
NCN41,OUT049,35.28869632809411
FDU24,OUT045,26.496279015744364
FDZ50,OUT046,52.181022703802626
FDP45,OUT013,71.3285736039349
NCM54,OUT045,36.248452838868516
FDW10,OUT019,49.81911187996125
FDP20,OUT017,36.841495862775304
FDK32,OUT046,43.167495064030604
FDN52,OUT049,25.05465695937614
FDM58,OUT045,31.95271362108752
FDZ46,OUT027,31.69395378277171
NCA18,OUT018,33.33863660365342
FDD35,OUT046,34.753135116845506
NCK31,OUT035,14.36836231596913
FDI40,OUT027,28.81629453835578
FDT50,OUT019,28.053529388541612
NCT06,OUT046,47.059115996136114
FDT31,OUT035,53.673041658351536
FDT45,OUT049,15.639948628538992
FDT13,OUT045,53.21514105522603
FDO50,OUT045,26.301368136521987
NCU18,OUT010,40.24951639651751
NCR54,OUT049,55.54703499543633
NCO18,OUT018,50.64591216751025
FDU09,OUT045,16.13481580415698
FDT13,OUT018,53.32746234954558
FDE09,OUT046,31.882728672035903
NCK53,OUT019,28.96454332592226
FDG45,OUT049,60.22317914944743
DRH15,OUT035,13.036517865455263
FDO21,OUT019,63.473849103037125
FDD14,OUT027,52.32385253137819
FDC09,OUT046,29.554047910333153
FDH45,OUT027,12.735807049025993
FDV32,OUT046,18.60115009036616
FDG12,OUT035,33.706977592507855
FDS32,OUT013,40.182320612458554
NCL55,OUT018,71.0829750822491
DRE01,OUT035,68.85167260790999
DRE15,OUT049,22.22017372267514
NCL42,OUT045,70.23561715609588
FDP31,OUT013,18.987881634044808
FDN33,OUT018,26.534423411086724
FDZ59,OUT046,46.56862321849322
FDE45,OUT010,50.61069271419402
FDJ07,OUT013,33.54456833799414
FDQ45,OUT018,52.200147562347595
FDM33,OUT027,62.12252506361032
FDO15,OUT010,22.024562845261038
FDM46,OUT013,26.30450558011384
FDR03,OUT045,58.47161899943722
FDY49,OUT018,47.517840948976946
FDQ60,OUT045,33.62062696728803
FDW10,OUT049,50.44359616480348
FDO51,OUT049,12.803206479333332
FDJ40,OUT018,31.164912800692143
FDS20,OUT018,51.54944109344131
FDU45,OUT013,32.289625073106684
FDV02,OUT035,48.34488625880822
FDN09,OUT046,68.67188948598609
NCM55,OUT027,52.9965439827626
FDN23,OUT018,40.88704588348672
FDY31,OUT010,40.99651681781324
FDW03,OUT010,30.131533000143246
FDD14,OUT046,52.49806028482948
FDV23,OUT017,35.795302954221185
DRI03,OUT045,49.57046015742666
FDN13,OUT035,28.778618092425376
FDF45,OUT027,17.353959749876005
FDU46,OUT035,25.00196788394702
FDB57,OUT049,63.383445867088945
FDV12,OUT049,28.739800619375124
FDQ58,OUT013,42.73448130359865
NCA18,OUT017,33.00171158973793
FDH52,OUT049,17.617800013619608
FDM24,OUT018,42.407993389805306
NCP43,OUT027,51.43790295356388
NCO18,OUT019,50.12139787220357
FDM32,OUT017,26.558892649837745
NCL07,OUT017,11.282150939229357
FDK03,OUT013,71.67754442884349
FDP59,OUT017,29.69484327131055
FDQ24,OUT049,71.09807876708987
FDQ16,OUT018,31.69185566981709
FDU44,OUT013,45.65697260183359
FDH28,OUT010,11.608313914813658
FDV28,OUT019,10.62861671166227
FDM22,OUT045,15.760614909793585
FDR56,OUT046,55.77781008289336
FDV39,OUT049,55.76572153640347
FDU37,OUT019,23.200536352318075
FDQ11,OUT010,72.23571983019437
FDX02,OUT045,63.505724014397316
NCS42,OUT018,26.377544804526334
FDY57,OUT027,27.169896069006505
FDB21,OUT049,68.24967354002762
FDE28,OUT017,64.97292781744244
FDQ55,OUT017,32.42171312652998
FDA48,OUT049,63.06172190039678
FDZ19,OUT045,49.229833449507474
NCC43,OUT045,71.18894053156599
NCV18,OUT046,23.291981708354946
NCA42,OUT018,44.94522762414599
FDY45,OUT046,72.78288639856791
NCC30,OUT045,50.97716932147056
FDM57,OUT013,24.502290064625228
FDL09,OUT010,47.77813671965833
FDB09,OUT027,35.61759621976139
FDT44,OUT035,34.14793668965739
NCT06,OUT027,46.69931668238641
FDX26,OUT049,52.30559341537358
FDK32,OUT013,43.72905730332138
DRA12,OUT046,40.645166131366636
FDO46,OUT010,53.16966951108287
FDE52,OUT013,24.784934126715076
NCH42,OUT045,64.9167366907767
FDV08,OUT035,12.108329191820589
FDB47,OUT018,59.53361156502797
FDC28,OUT010,31.376295781018335
FDD22,OUT046,32.388757122484954
FDS07,OUT027,32.94339570258629
DRI13,OUT045,61.616030950479285
FDG32,OUT018,63.56226382585119
FDU14,OUT017,71.09530114726736
FDD28,OUT019,17.088737511053832
NCP41,OUT017,31.523669928130072
FDS08,OUT049,49.37539659903748
FDX47,OUT045,44.495659361560726
FDC53,OUT019,28.767946931819022
FDQ19,OUT035,68.01152880099914
FDL14,OUT045,43.83422452247038
FDM33,OUT019,62.696805082489696
FDA51,OUT045,32.16304200873688
FDZ27,OUT018,13.985548937424362
FDT04,OUT046,12.402170725328048
DRC13,OUT049,35.38307368842512
FDR16,OUT027,60.87408595894655
FDQ03,OUT027,66.90665403155315
FDE38,OUT035,47.37563066506041
DRH23,OUT027,16.61786572137705
FDT11,OUT019,53.292203315447175
FDD09,OUT035,51.06396170790329
FDR40,OUT045,23.397938424260417
FDX07,OUT017,52.41441631541012
FDR07,OUT035,28.248125043881828
FDA51,OUT017,32.443941597977116
FDT59,OUT019,65.22419298143141
FDF20,OUT017,55.35212046968939
FDR13,OUT045,32.67734274975072
FDY26,OUT049,59.99080201630916
FDW04,OUT017,36.844315058727716
FDK52,OUT017,64.56716953172607
FDN60,OUT049,44.829697828056695
FDM09,OUT019,48.57249333886666
FDP46,OUT049,25.38614838140528
FDB50,OUT019,22.85273193702406
NCQ29,OUT049,73.22372005142623
FDP16,OUT027,69.4699655430989
FDX33,OUT018,45.66233824854306
FDP07,OUT010,55.70602403619325
FDN22,OUT046,71.42188244224009
FDF39,OUT049,74.14960022131527
FDS21,OUT017,17.972847259817826
NCM42,OUT013,30.339473232599072
FDK50,OUT019,46.478278929032825
DRF13,OUT027,41.82885162093045
FDH35,OUT018,46.887065257758366
FDP60,OUT018,28.7445291481152
DRJ49,OUT027,37.11449110354421
NCT42,OUT019,42.22316278265232
FDE38,OUT049,47.34756707649137
FDI04,OUT049,56.40078568567498
NCH54,OUT045,44.95111611063321
FDT56,OUT049,17.295306885651232
DRD15,OUT018,65.71432553616702
FDV58,OUT013,55.39836092270728
FDP21,OUT049,52.83684290650347
FDH05,OUT013,66.02950333809731
FDR10,OUT027,45.92757878631208
NCP06,OUT045,42.929159707528875
FDF33,OUT049,30.224406707855586
DRK37,OUT013,53.06678328974029
DRH49,OUT045,24.570974270053252
FDT58,OUT013,47.42210337955208
FDD41,OUT018,29.579260369313864
FDP40,OUT018,31.15039406708871
FDM51,OUT027,29.115012399487515
FDO45,OUT010,24.853975597262107
FDW33,OUT010,30.34226223938839
FDY24,OUT045,15.372941581992274
FDB10,OUT010,67.15369741575212
FDM40,OUT035,40.26105281029225
NCI06,OUT017,51.287534198688064
FDW12,OUT019,40.880441586440696
FDX48,OUT027,44.054552713365915
NCW05,OUT027,30.66196998784595
FDX27,OUT017,27.6989618248883
DRM37,OUT045,56.387266005934904
FDA38,OUT045,68.03158184630502
FDR36,OUT046,11.532961615145473
FDZ45,OUT046,56.46857415015387
FDG05,OUT017,44.9899025128974
FDK28,OUT013,72.82833062726162
FDV47,OUT045,24.872336358614522
FDN21,OUT045,45.94485294112185
FDP20,OUT027,36.288512740468015
FDI35,OUT045,51.67272329054506
DRY23,OUT013,12.581021548614109
FDA56,OUT017,34.855408311423965
FDB09,OUT013,35.3454187019929
NCO26,OUT027,33.52794444126214
FDQ49,OUT018,44.90525809666851
FDI52,OUT027,34.95346368459297
FDZ44,OUT027,33.55762114173625
FDZ09,OUT018,46.98519902297594
FDY03,OUT049,32.58473254379298
NCG42,OUT017,37.377977388879835
DRI13,OUT027,61.792660130562645
FDQ32,OUT013,36.10653115418909
FDW16,OUT035,26.349089135363997
FDU27,OUT046,14.097795248996187
FDR28,OUT010,46.34688766715538
FDQ49,OUT010,45.35955377234578
FDS37,OUT046,32.931401286843595
FDW26,OUT018,62.44607886543779
FDX12,OUT018,68.54533220982579
NCP06,OUT013,43.29415872037821
FDW45,OUT010,41.621821637888594
NCN30,OUT049,27.294357544741064
FDN24,OUT049,15.563530105581556
NCL41,OUT027,9.787159447342516
FDR02,OUT019,31.313548813055952
FDD09,OUT010,51.403681569145135
FDS33,OUT010,24.5655969686725
FDU22,OUT045,34.14946180601326
FDI53,OUT013,46.03464374421871
DRH01,OUT049,50.17612733024978
FDX32,OUT013,40.848517600774336
NCP30,OUT018,12.128653033934237
FDB60,OUT045,55.40933877866923
FDB14,OUT049,27.188063510320088
NCP02,OUT035,16.594827331891846
FDJ10,OUT017,39.62745209300692
FDG34,OUT046,31.537707800355875
NCB18,OUT017,25.5825910222999
FDM16,OUT049,21.187856412546836
FDW25,OUT018,23.816307521292934
FDB35,OUT010,26.194583334757358
DRN11,OUT013,40.57413763771827
FDF41,OUT019,70.31117809647664
FDH16,OUT045,25.224585714307565
NCQ50,OUT018,60.54447918271322
DRH23,OUT018,16.743577649397892
DRJ37,OUT013,43.13258976681334
DRJ24,OUT027,52.47194437423829
FDY16,OUT035,52.36613439230617
FDQ27,OUT045,29.736350380329863
FDZ33,OUT045,42.18625345390069
FDF29,OUT045,37.56274576570991
FDA08,OUT049,46.34168796772716
FDG31,OUT046,18.838503416424388
FDE34,OUT019,52.04907917868209
NCR30,OUT027,21.290326687093046
FDV33,OUT035,72.8935888709685
DRZ24,OUT018,34.06905811478503
NCL54,OUT035,49.292200509090975
FDR12,OUT049,49.10577889592046
NCC54,OUT046,68.76126323709474
DRN59,OUT013,13.567874367284864
FDX50,OUT019,31.565424297981075
FDV31,OUT027,50.68618165433592
NCA29,OUT027,49.09121533025991
FDW60,OUT049,49.85845463011456
FDX08,OUT017,51.799546865124505
DRD49,OUT013,66.84945731271421
FDD33,OUT046,65.52733899162178
FDW35,OUT013,12.323003723688782
FDJ36,OUT017,29.580084858262786
FDV51,OUT035,47.469826707151356
FDW36,OUT046,30.39030512383508
FDH35,OUT046,47.25203873677078
NCS30,OUT027,37.35419873668261
FDN49,OUT017,11.553834778425573
FDL08,OUT018,69.55569644268573
FDI09,OUT013,68.40244326168491
FDP19,OUT018,36.88912380807628
FDU21,OUT010,9.824967246333147
NCP41,OUT045,30.99016710018642
FDY10,OUT013,32.438392414300424
FDP12,OUT018,10.61683046453671
NCN26,OUT049,33.07071335802285
FDK44,OUT013,49.77089482609286
FDC28,OUT049,30.976109554496034
FDJ41,OUT027,74.48704583899394
NCT29,OUT035,35.2594836699293
NCH42,OUT019,64.70722827592051
FDU60,OUT018,47.861610759935374
FDS02,OUT045,54.70873837698618
FDC51,OUT046,35.03259721659909
FDU03,OUT013,52.15953339570948
FDX39,OUT045,60.111479511448316
NCY05,OUT010,10.922365367699694
NCL06,OUT027,73.56983951126767
FDD32,OUT035,23.283189195248994
NCN41,OUT045,35.26062256307089
NCX53,OUT049,40.67044943276025
FDU57,OUT019,42.674921441667564
FDQ23,OUT046,29.472950076887958
FDQ52,OUT045,70.72836591586461
FDC14,OUT045,11.933405077741362
FDY09,OUT035,50.35718115203421
FDQ28,OUT045,44.57315620717727
FDV25,OUT046,62.300204617633604
FDJ07,OUT035,32.926843057506716
DRB25,OUT049,30.346565157317904
FDK52,OUT019,63.88066123053233
FDY52,OUT027,18.29736933820043
FDB28,OUT046,55.82966489836525
FDT36,OUT035,10.697808688866882
FDV25,OUT017,62.60911765708445
NCN07,OUT027,37.1922004904547
FDC57,OUT017,55.21339373044842
FDQ03,OUT018,67.1619548298612
FDU23,OUT017,47.46473834823008
NCX41,OUT035,60.5825317524329
NCD06,OUT035,13.71192726941041
FDW08,OUT045,30.5298461833317
NCU29,OUT017,41.0538954567531
NCE06,OUT013,45.44211125275029
FDV52,OUT010,34.11869739096827
FDB02,OUT017,50.01657579108234
NCR18,OUT045,12.773251869359669
FDK16,OUT049,26.89129485763117
NCQ29,OUT010,73.20907562881526
FDZ01,OUT019,29.627392495432783
FDW27,OUT035,44.343899152207904
FDD17,OUT018,67.10699962259888
FDW39,OUT013,49.86835166539487
DRH59,OUT045,20.875854041719684
FDS52,OUT013,28.93116785868873
FDU40,OUT027,55.39317748659921
NCF54,OUT013,49.59278547505461
FDH46,OUT045,29.158412730323274
NCP14,OUT049,29.46230049276839
FDH50,OUT049,52.68701276088965
DRF15,OUT010,43.96571953444918
FDV27,OUT027,25.126055856032533
NCJ06,OUT049,34.68306895286705
FDN02,OUT018,58.45823952736033
FDQ51,OUT049,13.639527938308984
FDQ07,OUT017,63.24362024866199
FDS45,OUT049,29.722432667381035
NCJ06,OUT045,34.96385712415078
FDD36,OUT035,33.509048923103904
FDY25,OUT045,51.80593332166375
FDU52,OUT046,43.831105435259474
DRK47,OUT017,64.09481225466249
NCL30,OUT017,36.904228654992025
FDN22,OUT035,71.61842694682043
NCF30,OUT027,36.03270436319792
FDK03,OUT035,72.5199086234642
FDT45,OUT017,16.201563754062825
NCC54,OUT027,67.86362119537637
FDP08,OUT018,55.82447602706321
FDU44,OUT046,46.38702299341002
DRG39,OUT035,15.468850320958657
FDU32,OUT049,34.61290860521549
FDY27,OUT049,50.37860188384888
NCP54,OUT013,35.25937881518729
NCZ41,OUT049,36.44308901484816
DRL49,OUT013,40.88419562176231
FDI05,OUT018,21.833276191114813
FDY56,OUT045,64.35693698727364
DRC13,OUT013,35.4392158471551
NCV29,OUT017,50.94335138921397
FDR24,OUT049,25.7923680610862
FDZ34,OUT018,54.0163124331713
FDP37,OUT035,36.254611405018835
FDX08,OUT027,51.370635195862775
FDS57,OUT045,40.43913360387274
NCG18,OUT049,29.45922040596942
FDK25,OUT018,47.976903248011446
