Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDO38,OUT010,22.389302546775202
FDE28,OUT027,65.8681595370951
FDO27,OUT035,27.101575800396347
DRL23,OUT027,30.69170915396981
FDS28,OUT046,16.09546073680476
FDX24,OUT013,26.38285670414026
FDZ02,OUT035,27.39153314296762
FDL46,OUT045,33.85240405366655
FDS60,OUT027,50.85589987893197
NCO06,OUT017,10.210058841682276
FDO16,OUT035,24.011533852754905
FDC60,OUT049,24.79479012239042
FDA48,OUT018,62.50043568127686
FDZ36,OUT027,53.00385560442509
FDK27,OUT045,34.426422716271375
FDW23,OUT018,11.152975459841807
FDM14,OUT018,31.599183778142578
FDM14,OUT013,31.064713748668034
FDW60,OUT018,50.22985267715358
FDE21,OUT013,33.33000143305234
NCM42,OUT035,31.013049757471055
FDY59,OUT010,26.776096199368784
DRI49,OUT049,23.548680924408405
FDT28,OUT019,43.136823594733485
FDQ22,OUT018,11.906123388947863
FDR60,OUT049,22.197222818349903
FDC50,OUT019,27.25094823085175
FDV24,OUT013,42.93344047666442
DRF48,OUT010,53.209464052908906
FDQ47,OUT046,10.611741651559203
DRN36,OUT049,28.089530561063526
NCY06,OUT035,36.87654815718172
FDE52,OUT035,25.645228502248433
NCB54,OUT045,36.082949190294855
NCF31,OUT035,43.32218814518393
FDJ08,OUT027,53.970280967455835
NCC07,OUT017,30.757147643739685
NCD19,OUT027,15.689248977022778
FDL46,OUT049,34.404608462681054
FDM20,OUT045,69.6955094836373
NCI06,OUT010,51.273621763047004
DRM11,OUT035,73.2184091606413
NCH07,OUT018,45.1783706626256
FDS23,OUT013,36.61635812419335
FDO49,OUT018,14.277596072901138
FDS35,OUT049,18.779593210723235
DRK39,OUT045,23.50429553866392
DRI39,OUT049,17.035149862009177
FDV04,OUT017,44.802502990962886
NCN14,OUT035,52.25414724487214
FDH08,OUT013,65.31594689847257
FDS20,OUT046,51.867473811378616
FDV40,OUT049,22.009522156441847
FDZ48,OUT010,31.938652248758984
FDS24,OUT027,25.20350998982606
FDK44,OUT049,49.83237862540109
FDS48,OUT045,43.012848849547545
FDK26,OUT010,52.794003329316155
FDD23,OUT045,53.46307377605998
NCH54,OUT017,46.04476677789895
NCP14,OUT010,30.345303863153628
FDM60,OUT010,11.57176447499174
FDV24,OUT017,42.79292219228612
FDH08,OUT018,64.6689883499778
FDS12,OUT027,36.50044539762828
FDR39,OUT027,51.38980094207153
FDP12,OUT027,10.836306545466265
DRF60,OUT027,67.08757412168862
FDC09,OUT035,29.607068740183273
FDF50,OUT018,56.05644097584887
FDG28,OUT035,69.01489323321789
NCE19,OUT017,16.00669600035319
NCM53,OUT010,31.32644479306178
NCN18,OUT049,31.585223559963847
FDF32,OUT035,56.77679545316625
FDF11,OUT013,67.79946759348873
DRI59,OUT049,63.76224707372917
NCG54,OUT035,48.23181839338489
FDM44,OUT046,29.083075708235413
FDT57,OUT018,67.14104422062356
FDV24,OUT046,42.764680878757765
FDI50,OUT019,64.66290582617253
FDS09,OUT035,14.792467074913173
NCC31,OUT027,44.054975466318915
FDQ07,OUT019,62.209431967137085
FDC22,OUT017,54.275941386185025
FDZ56,OUT046,48.382500170385285
FDZ40,OUT019,15.747590250553143
FDS46,OUT027,33.87203197873103
DRD24,OUT045,40.18167640207862
FDV45,OUT017,53.983101036904976
FDL26,OUT045,44.66731030187791
FDA56,OUT018,35.00261259595735
FDN27,OUT046,34.221710879815596
FDM20,OUT049,69.3579538327396
FDO16,OUT017,23.505222568793194
FDL03,OUT035,55.92013769488157
FDE58,OUT046,33.77825631478339
FDI02,OUT027,32.15266579449317
NCC55,OUT019,11.523443904740732
FDR03,OUT018,58.60513626163467
FDB14,OUT017,27.011672409041235
FDR45,OUT013,68.24485515148032
NCN07,OUT017,37.43613471498253
FDM51,OUT019,29.33985605228802
FDT52,OUT027,69.46586921882131
FDL26,OUT046,44.245341673280706
NCZ42,OUT046,67.66465987100918
DRI47,OUT019,41.53095316817096
FDW40,OUT013,40.36253487753182
FDN34,OUT046,48.30740356936587
FDS01,OUT035,50.686688589395295
NCG55,OUT045,33.44002082527422
FDC11,OUT035,25.57024815431789
FDX35,OUT018,63.883218604273445
NCB06,OUT046,45.94157381435456
FDR09,OUT019,73.69718883216426
FDC53,OUT017,27.633596233405353
FDY45,OUT013,72.59968944742499
FDA22,OUT010,47.73115667957774
FDE02,OUT035,27.18950970689685
FDW21,OUT045,28.562794399121373
FDV34,OUT046,21.17069575561499
FDS59,OUT049,31.382520323847793
NCW17,OUT017,36.80952093398706
NCK54,OUT046,33.51426677405939
FDG17,OUT019,69.28156494291954
FDG35,OUT017,49.67262266108624
FDD08,OUT010,11.003274932212888
NCO07,OUT017,59.78139003954093
FDJ10,OUT010,40.25003082373253
FDW36,OUT017,29.769918300788728
FDW21,OUT010,28.617907631061406
FDY19,OUT017,34.12949746263284
DRE03,OUT013,14.15393723480357
NCC55,OUT049,11.217613952896254
FDH52,OUT010,18.31046381097063
FDO09,OUT017,75.08410995479628
FDU43,OUT045,68.26450671984595
FDX09,OUT010,49.637409160865424
FDH40,OUT019,23.973743688037857
FDW58,OUT017,30.351644515636785
FDC47,OUT017,64.63122949156951
NCR41,OUT035,27.38124036165344
DRG49,OUT035,69.17947684927036
FDC52,OUT027,43.39836349367628
FDY13,OUT046,21.515286080254494
FDY35,OUT013,13.199862857537315
FDI35,OUT017,51.765864098169324
NCU18,OUT049,40.48347090289596
FDY33,OUT018,45.26507342200175
FDC15,OUT027,44.909772493149944
FDU01,OUT049,53.39981290745232
NCU42,OUT046,48.07602579920321
NCV29,OUT018,50.50075240528539
NCY30,OUT017,52.39362199563783
FDQ46,OUT049,31.87363884058821
FDG58,OUT027,43.84270386127671
FDK33,OUT017,60.81072221079276
NCD07,OUT045,32.927440211713446
NCX29,OUT027,41.20265456373519
NCT42,OUT013,41.95573903716321
DRN59,OUT035,13.604267443463662
FDI44,OUT035,22.98439006975904
FDA45,OUT049,51.15731942339476
FDP31,OUT045,19.499834488775967
FDY01,OUT046,32.95231790259785
FDT09,OUT018,38.052517438609925
DRH03,OUT027,27.23399996466621
FDA36,OUT018,52.745803283935594
NCF31,OUT017,43.547280998414905
FDG14,OUT049,42.949782687969936
FDG28,OUT027,69.63499831130969
FDU14,OUT049,71.19531431217042
FDY47,OUT019,37.46858190900325
FDI56,OUT049,25.747148149117447
DRD01,OUT013,16.42824083245808
FDM22,OUT046,16.06193458971087
FDH33,OUT013,12.47763871144479
DRZ24,OUT013,33.639843045509146
NCQ38,OUT046,30.348748454135873
FDO16,OUT027,24.202569380588667
FDU07,OUT027,42.55469927168433
NCB07,OUT013,55.61787584111709
FDU48,OUT045,38.048393806470806
NCM43,OUT045,47.10518089336199
FDR31,OUT010,40.89046665973944
DRK49,OUT018,12.208491148676284
NCI30,OUT010,69.80507727315268
DRD60,OUT017,51.68108022450566
NCG19,OUT046,67.17475431678044
FDH12,OUT035,29.969603187904493
FDM32,OUT035,26.74696521194434
FDM27,OUT035,44.48552737878864
NCU53,OUT027,47.19801503295525
NCQ18,OUT046,28.638080605921438
FDS10,OUT013,51.28370219457289
FDB33,OUT027,44.84974552130701
FDI12,OUT013,24.577696179534804
NCW42,OUT013,63.14088877857238
NCC06,OUT018,37.06737083818799
FDW02,OUT017,35.58430589073088
NCD43,OUT017,29.71321575761051
FDM57,OUT018,23.871228553410266
FDA58,OUT017,67.05591618247406
FDK56,OUT046,52.53196701324251
FDP52,OUT045,65.89875478135865
FDW20,OUT018,35.843096586885736
FDS52,OUT049,28.617591663532508
NCT29,OUT018,34.28217590077443
NCL54,OUT013,50.25302755412841
FDC05,OUT045,56.37710849670027
FDF34,OUT035,55.75827450649661
FDP03,OUT027,35.579494246651834
FDD32,OUT010,24.23807114350452
FDZ10,OUT045,36.686517885020876
FDZ40,OUT035,15.610531076963754
FDD51,OUT018,12.823466424944913
NCY30,OUT019,51.09234395535131
FDP58,OUT017,61.81788670464156
FDV49,OUT017,74.78677581720886
FDY24,OUT019,15.356965250946024
NCO55,OUT017,30.739672175663834
FDR13,OUT017,33.24253720034138
FDS51,OUT017,18.048491078416813
FDP26,OUT045,29.805959875893272
NCB54,OUT027,36.92611812374268
FDF32,OUT017,56.2142848322144
FDN31,OUT018,53.72590890649202
DRM48,OUT017,10.861071645590583
FDN20,OUT049,48.452794242677314
DRL01,OUT046,66.49977289963255
FDV56,OUT049,30.9078053741577
DRH13,OUT027,30.871742400693044
FDA03,OUT017,41.821413443935704
FDF47,OUT027,63.55708470195358
FDX32,OUT046,41.906516310766285
FDX57,OUT049,27.946924593937936
NCA30,OUT045,54.514159648057024
FDO49,OUT013,14.333823683426559
FDL04,OUT019,30.183005167681053
DRM48,OUT035,11.198497292010599
FDR16,OUT013,59.96722648223496
NCC19,OUT018,54.47736588436422
NCE42,OUT045,67.22857206020521
FDY24,OUT017,15.651385095218865
FDH19,OUT049,50.26182436852743
FDJ46,OUT013,49.2708230315981
FDN45,OUT010,64.11471663370358
FDY08,OUT035,39.80872239926477
FDZ37,OUT035,24.704203795107716
NCT30,OUT045,13.725498927695472
DRY23,OUT018,12.209753741837774
NCZ30,OUT018,34.5007422323916
FDC44,OUT018,32.62717523285812
FDB45,OUT035,30.406632792421004
FDY04,OUT013,46.73469353990664
FDM27,OUT046,45.242779825449
FDZ43,OUT017,68.35282971558316
FDT39,OUT019,42.9685353906513
NCC06,OUT019,36.222393671542
FDL15,OUT027,43.77062976745248
FDL57,OUT017,73.13844965224712
FDU08,OUT046,28.214622003702896
FDK40,OUT017,74.57300456488029
FDQ12,OUT010,65.0177013677471
FDS48,OUT017,43.21510903301624
FDP09,OUT045,60.581881781820016
FDW21,OUT049,28.056465646084103
FDY25,OUT035,51.477395612999594
DRE13,OUT017,24.305574300295117
FDV43,OUT019,12.603447669545675
FDD22,OUT045,31.88450113785815
FDM46,OUT019,26.69696924824145
NCO30,OUT010,52.93662827802526
FDM25,OUT046,49.356567625283255
NCN41,OUT049,35.35204607755999
FDU24,OUT045,26.54398291136872
FDZ50,OUT046,52.27507650970834
FDP45,OUT013,71.45722976157543
NCM54,OUT045,36.313519705638974
FDW10,OUT019,49.90887421461482
FDP20,OUT017,36.907573386179166
FDK32,OUT046,43.24513522767708
FDN52,OUT049,25.099674609540696
FDM58,OUT045,32.01004829155172
FDZ46,OUT027,31.75091843032005
NCA18,OUT018,33.39866305858029
FDD35,OUT046,34.815672822599296
NCK31,OUT035,14.394026415240592
FDI40,OUT027,28.868026055204535
FDT50,OUT019,28.10385394061947
NCT06,OUT046,47.14378112136327
FDT31,OUT035,53.76961290218647
FDT45,OUT049,15.667752751237005
FDT13,OUT045,53.31102935844159
FDO50,OUT045,26.34845664861201
NCU18,OUT010,40.321889997497436
NCR54,OUT049,55.647071371715114
NCO18,OUT018,50.737197422573864
FDU09,OUT045,16.16375921516414
FDT13,OUT018,53.423554020495736
FDE09,OUT046,31.940172957697584
NCK53,OUT019,29.016566958458554
FDG45,OUT049,60.33196930541204
DRH15,OUT035,13.059801538776718
FDO21,OUT019,63.58837906679802
FDD14,OUT027,52.41813216506339
FDC09,OUT046,29.60706969339393
FDH45,OUT027,12.75842916751297
FDV32,OUT046,18.63454828768041
FDG12,OUT035,33.76779612545845
FDS32,OUT013,40.254517678723985
NCL55,OUT018,71.2112804988923
DRE01,OUT035,68.97595906348826
DRE15,OUT049,22.259984501833447
NCL42,OUT045,70.36219476399269
FDP31,OUT013,19.021547079165614
FDN33,OUT018,26.582217518309434
FDZ59,OUT046,46.6526917224763
FDE45,OUT010,50.70192893221474
FDJ07,OUT013,33.605070596560914
FDQ45,OUT018,52.29436335975134
FDM33,OUT027,62.23458007120408
FDO15,OUT010,22.063917667270612
FDM46,OUT013,26.35183672409664
FDR03,OUT045,58.57700349144764
FDY49,OUT018,47.603344335588055
FDQ60,OUT045,33.681261183189484
FDW10,OUT049,50.53428076041503
FDO51,OUT049,12.82615519991555
FDJ40,OUT018,31.220899663071123
FDS20,OUT018,51.64248111043671
FDU45,OUT013,32.347593529368716
FDV02,OUT035,48.43188145953969
FDN09,OUT046,68.79578043424762
NCM55,OUT027,53.09208270872706
FDN23,OUT018,40.960839566755524
FDY31,OUT010,41.07052793398275
FDW03,OUT010,30.18589397652048
FDD14,OUT046,52.5924121947039
FDV23,OUT017,35.85973039925901
DRI03,OUT045,49.66001487302845
FDN13,OUT035,28.830091446489185
FDF45,OUT027,17.38498127491564
FDU46,OUT035,25.046910932915747
FDB57,OUT049,63.497582254250574
FDV12,OUT049,28.791322139956435
FDQ58,OUT013,42.81162194397363
NCA18,OUT017,33.0611279307508
FDH52,OUT049,17.649403515408302
FDM24,OUT018,42.484552904819886
NCP43,OUT027,51.530633827380925
NCO18,OUT019,50.211739797132516
FDM32,OUT017,26.60634157334977
NCL07,OUT017,11.302135321346126
FDK03,OUT013,71.80690922074804
FDP59,OUT017,29.74794549398069
FDQ24,OUT049,71.22632980182325
FDQ16,OUT018,31.748614771435008
FDU44,OUT013,45.73924114921588
FDH28,OUT010,11.62876715058052
FDV28,OUT019,10.647353485198952
FDM22,OUT045,15.788699795238633
FDR56,OUT046,55.87828609152564
FDV39,OUT049,55.86634046587618
FDU37,OUT019,23.242076083393425
FDQ11,OUT010,72.36633435211822
FDX02,OUT045,63.620195413855704
NCS42,OUT018,26.425006789146842
FDY57,OUT027,27.21864814271833
FDB21,OUT049,68.37295692740163
FDE28,OUT017,65.09022266804467
FDQ55,OUT017,32.47998886306704
FDA48,OUT049,63.1754845020593
FDZ19,OUT045,49.318731042485474
NCC43,OUT045,71.3175710129295
NCV18,OUT046,23.33389773631742
NCA42,OUT018,45.02637658527026
FDY45,OUT046,72.91412309050351
NCC30,OUT045,51.06894857224011
FDM57,OUT013,24.54626151348043
FDL09,OUT010,47.86395772063792
FDB09,OUT027,35.68167017151653
FDT44,OUT035,34.209212702151675
NCT06,OUT027,46.78346400522996
FDX26,OUT049,52.39972058042705
FDK32,OUT013,43.80771431782891
DRA12,OUT046,40.71838333594535
FDO46,OUT010,53.26563268099473
FDE52,OUT013,24.82947381009931
NCH42,OUT045,65.0340485614556
FDV08,OUT035,12.130007923291949
FDB47,OUT018,59.641103179156566
FDC28,OUT010,31.43282127689734
FDD22,OUT046,32.447049303579185
FDS07,OUT027,33.00261055102336
DRI13,OUT045,61.72711507905688
FDG32,OUT018,63.676672986974204
FDU14,OUT017,71.22347097971087
FDD28,OUT019,17.11924632347964
NCP41,OUT017,31.580228782177432
FDS08,OUT049,49.46459333795189
FDX47,OUT045,44.57600446481816
FDC53,OUT019,28.819634714360596
FDQ19,OUT035,68.13443852182594
FDL14,OUT045,43.91332545046988
FDM33,OUT019,62.809873436614524
FDA51,OUT045,32.220958495594424
FDZ27,OUT018,14.010613594437025
FDT04,OUT046,12.424049794915875
DRC13,OUT049,35.446867403556624
FDR16,OUT027,60.98387350131946
FDQ03,OUT027,67.02737564251893
FDE38,OUT035,47.461187543646076
DRH23,OUT027,16.64749144360567
FDT11,OUT019,53.388283389361355
FDD09,OUT035,51.155994620963966
FDR40,OUT045,23.44001787302205
FDX07,OUT017,52.508720980316056
FDR07,OUT035,28.298584111578016
FDA51,OUT017,32.502366477621386
FDT59,OUT019,65.3418880298666
FDF20,OUT017,55.45193301074213
FDR13,OUT045,32.73618901372907
FDY26,OUT049,60.098779952021395
FDW04,OUT017,36.91072241954646
FDK52,OUT017,64.68348565953372
FDN60,OUT049,44.91036413971643
FDM09,OUT019,48.65998770665084
FDP46,OUT049,25.431608425111264
FDB50,OUT019,22.89360749567396
NCQ29,OUT049,73.35589053108578
FDP16,OUT027,69.59534401805014
FDX33,OUT018,45.74468232610997
FDP07,OUT010,55.80632845363771
FDN22,OUT046,71.55056890904704
FDF39,OUT049,74.28340250837161
FDS21,OUT017,18.004768830457607
NCM42,OUT013,30.39420067409241
FDK50,OUT019,46.56202156923621
DRF13,OUT027,41.90418343802921
FDH35,OUT018,46.97137525506802
FDP60,OUT018,28.796017052315538
DRJ49,OUT027,37.181292796776425
NCT42,OUT019,42.29920301372486
FDE38,OUT049,47.43307310853213
FDI04,OUT049,56.502456953047
NCH54,OUT045,45.032059814126335
FDT56,OUT049,17.326080507679265
DRD15,OUT018,65.83295998978929
FDV58,OUT013,55.49802785106078
FDP21,OUT049,52.932268759297926
FDH05,OUT013,66.14858119979783
FDR10,OUT027,46.010340127860424
NCP06,OUT045,43.006237167083476
FDF33,OUT049,30.27887266507272
DRK37,OUT013,53.1627092317685
DRH49,OUT045,24.61485617997539
FDT58,OUT013,47.50765265516384
FDD41,OUT018,29.63256828289954
FDP40,OUT018,31.206635165680552
FDM51,OUT027,29.167324489794957
FDO45,OUT010,24.898543248994194
FDW33,OUT010,30.39684063322169
FDY24,OUT045,15.400617998309441
FDB10,OUT010,67.27493419212004
FDM40,OUT035,40.33356953204145
NCI06,OUT017,51.38002808562124
FDW12,OUT019,40.95404303607974
FDX48,OUT027,44.13391143525987
NCW05,OUT027,30.717034570275988
FDX27,OUT017,27.748431415618235
DRM37,OUT045,56.48885179112394
FDA38,OUT045,68.15458135573613
FDR36,OUT046,11.553580580275606
FDZ45,OUT046,56.570356971555334
FDG05,OUT017,45.07098608206615
FDK28,OUT013,72.95999198995915
FDV47,OUT045,24.91682110427412
FDN21,OUT045,46.02743962610199
FDP20,OUT027,36.35380620530354
FDI35,OUT045,51.76583538109303
DRY23,OUT013,12.603461987901586
FDA56,OUT017,34.91822721977289
FDB09,OUT013,35.40889189047489
NCO26,OUT027,33.58822686301243
FDQ49,OUT018,44.98592886233461
FDI52,OUT027,35.01631625396942
FDZ44,OUT027,33.617972476619045
FDZ09,OUT018,47.06968850837823
FDY03,OUT049,32.64315837678041
NCG42,OUT017,37.445047838947175
DRI13,OUT027,61.904144670203664
FDQ32,OUT013,36.17133827822667
FDW16,OUT035,26.396245429522406
FDU27,OUT046,14.122677897101374
FDR28,OUT010,46.4303598986608
FDQ49,OUT010,45.44103662832882
FDS37,OUT046,32.990774271855656
FDW26,OUT018,62.558738832291915
FDX12,OUT018,68.66887461008876
NCP06,OUT013,43.3718971375232
FDW45,OUT010,41.696603392656584
NCN30,OUT049,27.34326557646462
FDN24,OUT049,15.591226530599785
NCL41,OUT027,9.80446782498561
FDR02,OUT019,31.369836713922936
FDD09,OUT010,51.496323826011555
FDS33,OUT010,24.60986444702533
FDU22,OUT045,34.21087330946181
FDI53,OUT013,46.11766323911999
DRH01,OUT049,50.26640064181627
FDX32,OUT013,40.921973303825894
NCP30,OUT018,12.149967895408471
FDB60,OUT045,55.509364557782085
FDB14,OUT049,27.2366264086338
NCP02,OUT035,16.624630824406353
FDJ10,OUT017,39.69898813081078
FDG34,OUT046,31.594453318325876
NCB18,OUT017,25.62829111544651
FDM16,OUT049,21.22594923789221
FDW25,OUT018,23.859248577706328
FDB35,OUT010,26.24158639173526
DRN11,OUT013,40.64729123749471
FDF41,OUT019,70.43800354582423
FDH16,OUT045,25.269909180120038
NCQ50,OUT018,60.65351424508627
DRH23,OUT018,16.77337110213372
DRJ37,OUT013,43.210327239147766
DRJ24,OUT027,52.56651464379346
FDY16,OUT035,52.46034975492745
FDQ27,OUT045,29.79000783245278
FDZ33,OUT045,42.26227710058102
FDF29,OUT045,37.63028376114974
FDA08,OUT049,46.425208733127754
FDG31,OUT046,18.872234452917414
FDE34,OUT019,52.14292886806909
NCR30,OUT027,21.328452487094644
FDV33,OUT035,73.02526520693094
DRZ24,OUT018,34.13050750153484
NCL54,OUT035,49.381028056476694
FDR12,OUT049,49.194289346893676
NCC54,OUT046,68.88518166496618
DRN59,OUT013,13.591975282583403
FDX50,OUT019,31.62213146454547
FDV31,OUT027,50.7775210313698
NCA29,OUT027,49.17969828507944
FDW60,OUT049,49.94855098836943
FDX08,OUT017,51.89293094424768
DRD49,OUT013,66.97012429999567
FDD33,OUT046,65.64554613724279
FDW35,OUT013,12.344979576661398
FDJ36,OUT017,29.633143051660312
FDV51,OUT035,47.555260751856096
FDW36,OUT046,30.444960856793944
FDH35,OUT046,47.33700969870656
NCS30,OUT027,37.42140301427523
FDN49,OUT017,11.574170188817183
FDL08,OUT018,69.68128333576678
FDI09,OUT013,68.52560834351156
FDP19,OUT018,36.95548957736178
FDU21,OUT010,9.84233650371109
NCP41,OUT045,31.045759951068664
FDY10,OUT013,32.49656415088813
FDP12,OUT018,10.635727429586876
NCN26,OUT049,33.130242956804
FDK44,OUT013,49.86045204964728
FDC28,OUT049,31.031925209124275
FDJ41,OUT027,74.62151539748544
NCT29,OUT035,35.32290928762998
NCH42,OUT019,64.82397279831815
FDU60,OUT018,47.94763243870905
FDS02,OUT045,54.80742137576318
FDC51,OUT046,35.095685522584375
FDU03,OUT013,52.25336432553639
FDX39,OUT045,60.21985940321374
NCY05,OUT010,10.941684685051683
NCL06,OUT027,73.70262868359816
FDD32,OUT035,23.32479995723163
NCN41,OUT045,35.32392146879594
NCX53,OUT049,40.74346493866668
FDU57,OUT019,42.75173439384772
FDQ23,OUT046,29.526097250435942
FDQ52,OUT045,70.85586021201732
FDC14,OUT045,11.954545055221715
FDY09,OUT035,50.44786908896061
FDQ28,OUT045,44.653405267097135
FDV25,OUT046,62.41280402586794
FDJ07,OUT035,32.986226782004806
DRB25,OUT049,30.401101746408877
FDK52,OUT019,63.99587917566849
FDY52,OUT027,18.330101051351665
FDB28,OUT046,55.93050730785712
FDT36,OUT035,10.716750116986878
FDV25,OUT017,62.72227631846584
NCN07,OUT027,37.25913495203821
FDC57,OUT017,55.31272652634974
FDQ03,OUT018,67.28306853195745
FDU23,OUT017,47.5502948738297
NCX41,OUT035,60.69163482548959
NCD06,OUT035,13.73630997834784
FDW08,OUT045,30.584689065539123
NCU29,OUT017,41.12797766092144
NCE06,OUT013,45.52416942096892
FDV52,OUT010,34.179755899451116
FDB02,OUT017,50.10682447834766
NCR18,OUT045,12.79587994310218
FDK16,OUT049,26.939700874640714
NCQ29,OUT010,73.3411915643359
FDZ01,OUT019,29.68063634091068
FDW27,OUT035,44.423943932620205
FDD17,OUT018,67.2282595804911
FDW39,OUT013,49.95842010535393
DRH59,OUT045,20.913291694694315
FDS52,OUT013,28.983270645090755
FDU40,OUT027,55.49306752788094
NCF54,OUT013,49.68200763361331
FDH46,OUT045,29.2109719471161
NCP14,OUT049,29.515341675440713
FDH50,OUT049,52.78194766223444
DRF15,OUT010,44.04473870566023
FDV27,OUT027,25.17113944632585
NCJ06,OUT049,34.74523506348956
FDN02,OUT018,58.56354937238623
FDQ51,OUT049,13.663721228969305
FDQ07,OUT017,63.35763206445617
FDS45,OUT049,29.776071293660877
NCJ06,OUT045,35.026531658260765
FDD36,OUT035,33.569300880549775
FDY25,OUT045,51.899350227694235
FDU52,OUT046,43.91020493435752
DRK47,OUT017,64.21059301709873
NCL30,OUT017,36.970471545973645
FDN22,OUT035,71.74746931205677
NCF30,OUT027,36.09750255560691
FDK03,OUT035,72.65079868591914
FDT45,OUT017,16.23038471304931
NCC54,OUT027,67.98606776979531
FDP08,OUT018,55.924880003590225
FDU44,OUT046,46.470613441543904
DRG39,OUT035,15.496402298309015
FDU32,OUT049,34.67529442960317
FDY27,OUT049,50.469618403131356
NCP54,OUT013,35.322732404583824
NCZ41,OUT049,36.50843769562738
DRL49,OUT013,40.957792444410366
FDI05,OUT018,21.8724942663555
FDY56,OUT045,64.47293693579817
DRC13,OUT013,35.50311125124831
NCV29,OUT017,51.0352168927974
FDR24,OUT049,25.838507693484196
FDZ34,OUT018,54.11387581282442
FDP37,OUT035,36.319716318564026
FDX08,OUT027,51.46324741219277
FDS57,OUT045,40.51183433925411
NCG18,OUT049,29.51207786550596
FDK25,OUT018,48.06334959932175
